question_id,question_type,question_number,group,shared_stem,question,option_A,option_B,option_C,option_D,option_E,answer,question_source,answer_source,explanation
A3/A4-17,A3/A4,17,,患者，女性，30岁。咳嗽2个月，以干咳为主，有午后低热，月经不规律。胸部X线 片示右上肺较淡片状阴影。为明确诊断，进行了 PPD 试验。 1口口 第一章 呼吸系统疾病患者的护理 C.坐位 E.平卧位,该患者最可能的诊断是,肺脓肿,肺癌,支原体肺炎,浸润型肺结核,肺门淋巴结结核,B,P11,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",中老年男性、痰中带血、消瘦，均提示患者可能患有肺癌。肺癌晚期由 于感染、疼痛等影响食欲及睡眼，肿瘤生长及其所产生的各种毒素引起身体消耗增加而导致 患者体重下降，最终形成恶病质。胸部×线片示有肺门阴影增大及右肺中叶模糊阴影符合 肺癌诊断。
A3/A4-18,A3/A4,18,,患者，女性，30岁。咳嗽2个月，以干咳为主，有午后低热，月经不规律。胸部X线 片示右上肺较淡片状阴影。为明确诊断，进行了 PPD 试验。 1口口 第一章 呼吸系统疾病患者的护理 C.坐位 E.平卧位,当患者咳嗽、咳痰时，应特别注意,痰的性质,,留痰送检 干期B.用镇咳药,痰的气味,保持呼吸道通畅,E,P11,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",当肺癌患者咳嗽、咳痰时，应特别注意保持呼吸道通畅，以避免呼吸 抑制。 —24| 口
A3/A4-19,A3/A4,19,,患者，女性，30岁。咳嗽2个月，以干咳为主，有午后低热，月经不规律。胸部X线 片示右上肺较淡片状阴影。为明确诊断，进行了 PPD 试验。 1口口 第一章 呼吸系统疾病患者的护理 C.坐位 E.平卧位,对该患者的下列护理措施中，不妥的是,控制水分,预防感染,急性期卧床休息,注意口腔清洁,病室湿度应在50%~70%,A,P11,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",肺癌患者应保证充足的水分摄人。
B-1,B,1,,,肺炎链球菌肺炎患者应给予,,,,,,B,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",肺炎链球菌肺炎患者应给予2~4L/min 鼻导管给氧。1型呼吸衰竭
B-2,B,2,,,I型呼吸衰竭患者应给予 （3~7题共用备选答案）,铁锈色痰,,脓臭痰,,粉红色乳状脓性痰（脓血痰）,A,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",肺炎链球菌肺炎患者应给予2~4L/min 鼻导管给氧。1型呼吸衰竭
B-3,B,3,,,肺炎链球菌肺炎患者咳,,,,,,A,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",痰液性状随病因不同而异。肺炎链球菌肺炎患者咳铁锈
B-4,B,4,,,肺炎克雷伯菌肺炎患者咳,,,,,,D,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",痰液性状随病因不同而异。肺炎链球菌肺炎患者咳铁锈
B-5,B,5,,,葡萄球菌肺炎患者咳,,,,,,E,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",痰液性状随病因不同而异。肺炎链球菌肺炎患者咳铁锈
B-6,B,6,,,铜绿假单胞菌肺炎患者咳,,,,,,B,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",痰液性状随病因不同而异。肺炎链球菌肺炎患者咳铁锈
B-7,B,7,,,厌氧菌感染所致肺炎患者咳 （8~9题共用备选答案）,红霉素,,青霉素,,糖皮质激素,C,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",痰液性状随病因不同而异。肺炎链球菌肺炎患者咳铁锈
B-8,B,8,,,肺炎链球菌肺炎治疗首选,,,,,,C,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",肺炎链球菌肺炎首选青霉素。军团菌肺炎治疗首选红霉素。重症者
B-9,B,9,,,军团菌肺炎治疗首选,病灶出现广泛纤维化,蛛网膜下腔积聚大量炎性渗出物,脑血管呈炎性改变,两性霉素 （10~12 题共用备选答案） 悬玉眼褂,病灶位于肺上叶底部、中叶或下叶上部等肺通气较大部位,A,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",肺炎链球菌肺炎首选青霉素。军团菌肺炎治疗首选红霉素。重症者
B-10,B,10,,,原发性肺结核,,,,可见粟粒样结核结节，肺泡腔内少见,,E,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",原发性肺结核结核分枝杆菌吸入肺内常在肺形成原发病灶。多见于胸膜 下，在肺上叶底部和下叶上部，以右侧多见。
B-11,B,11,,,急性粟粒型肺结核,,,,,,D,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",急性粟粒型肺结核病理改变为灰黄色直径1~2mm 粟粒样结核结节，均 匀布满两肺，肺上部较多，位于间质，很少在肺泡腔内。
B-12,B,12,,,慢性纤维空洞型肺结核 —14,,,,,,A,P12,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",肺结核未及时发现或治疗不当，空洞长期不愈，空洞壁增厚，病灶出现 广泛纤维化；随机体免疫力的高低波动，病灶吸收、修复与恶化、进展交替发生，成为慢性 纤维空洞型肺结核。
B-13,B,13,,,肺结核可咳出,,,,,,E,P13,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",肺结核咯血多为整口鲜血或痰中带血，大血管破裂或空洞内动脉瘤破裂 时可有大咯血。
B-14,B,14,,,支气管肺癌可咳出,小于5mm,大量脓痰,10~19mm,粉红色浆液泡沫样痰 （15~16 题共用备选答案）,不足20mm，但出现水疱,E,P13,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",咯血或痰中带血为肺癌第二常见症状，以此为首发症状者占30%左右， 常表现为间断性或持续性、反复少量的痰中带血或少量咯血。
B-15,B,15,,,判断结核菌素试验为阳性，则皮肤硬结直径为,,,,,,C,P13,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",结核菌素试验：因旧结核菌素是结核菌的代谢产物，主要成分为结核蛋 白，敞抗原不纯可引起非特异反应。目前多采用结核菌素的纯蛋白衍生物（纯结核菌素， PPD），常取0.1ml 结核菌素稀释液在前臂掌侧做皮内注射，注射后48~72小时测皮肤硬结 直径，如小于5mm为阴性，5~9mm 为弱阳性，10~19mm 为阳性，20mm 以上或局部有水 疱、坏死为强阳性。
B-16,B,16,,,判断结核菌素试验为阴性，则皮肤硬结直径内,,5~9mm,,20mm及以上,,A,P13,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",结核菌素试验：因旧结核菌素是结核菌的代谢产物，主要成分为结核蛋 白，敞抗原不纯可引起非特异反应。目前多采用结核菌素的纯蛋白衍生物（纯结核菌素， PPD），常取0.1ml 结核菌素稀释液在前臂掌侧做皮内注射，注射后48~72小时测皮肤硬结 直径，如小于5mm为阴性，5~9mm 为弱阳性，10~19mm 为阳性，20mm 以上或局部有水 疱、坏死为强阳性。
X-1,X,1,,,呼气性呼吸困难主要见于,肺炎,肺气肿,喉头水肿,胸腔积液,支气管哮喘,BE,P13,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",呼气性呼吸困难一般是因为气道出现狭窄、痉挛以及肺部其他病变，引 起的呼吸困难，多见于喘息性慢性支气管炎、慢性阻塞性肺气肿，表现出的症状为呼气时间 出现延长，呼吸速率变得慢，还会有哮鸣音。支气管哮喘最主要的临床表现是反复发作性的 伴哮鸣音的呼气性呼吸困难和双肺哮鸣音、胸闷或咳嗽，可自行缓解或治疗后缓解。
X-2,X,2,,,某患者以“肺气肿、I型呼吸衰竭”收入院。人院第1天晚上，因咳嗽、痰多、呼吸困 难，并对医院环境不适应而不能入睡。正确的护理措施是司飞合,给低流量持续吸氧,给镇咳和镇静药，帮助人睡,和患者一同制订白天活动计划,减少夜间操作，保证患者睡眠,减少白天睡眠时间和次数,ACDE,P13,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",此题考查慢性I型呼吸衰竭患者的护理。当发生I型呼吸衰竭时，由 于二氧化碳的潴留，对中枢神经系统的作用表现为先兴奋后抑制，即早期出现烦躁、失眠等 兴奋症状，随着二氧化碳潴留的加重会逐渐出现神志淡漠、抽搐甚至昏迷等表现，即肺性脑 病。因而，对于这样一类患者应注意不可随意使用镇静安眠药，以免诱发或加重肺性脑病； 同时，该患者痰多，亦应慎用镇咳药，以免抑制咳嗽中枢，影响痰液的排出，从而加重呼吸 衰竭。 第一篇 內科护理学
X-3,X,3,,,呼吸衰竭发病机制包括,弥散障碍,氧耗量增加,肺泡通气过度,肺泡通气不足,通气/血流比例失调,ABDE,P13,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",呼吸衰竭缺氧和二氧化碳潴留发生的机制：主要为肺泡通气量不足， 通气/血流比例失调，以及气体弥散障碍、氧耗量增加。
X-4,X,4,,,下列选项中属于呼吸衰竭患者气管切开后注意事项的有,不要让患者翻身,术后护理非常重要,痰多时，可反复吸痰,定期放空气管套囊中的气体,可用生理盐水湿化，但每日不宜多于200ml,BCD,P13,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",呼吸衰竭患者气管切开后的注意事项如下。①加强气道的湿化：a.蒸 汽加温湿化，吸入气的温度在32~36°C，不可超过40°。注意湿化罐内只能加无菌蒸馏水， 禁用生理盐水或加入药物，因为溶质不蒸发，将在罐内形成沉淀；b.直接向气管内滴人生 理盐水或蒸馏水，每次注人液体量3~5ml，每30~60分钟1次，气道湿化液每日总量为 300~500ml；.雾化吸人。定期进行翻身叩背，防止压疮，促进痰液引流。②吸痰：应及时 通过机械吸引清除气道内分泌物，吸引频率根据分泌量决定。③维持适当气囊压：气管插管 气囊压需进行持续监测并调整气囊压力。
X-5,X,5,,,大叶性肺炎实变患者患侧体征有,听诊湿啰音,呼吸运动增强 — 15-,,,,ADE,P13,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",大叶性肺炎肺实变的典型体征如下。视诊：胸廓两侧对称，病变侧呼 吸运动减弱；触诊：气管居中，患部语颤增强；叩诊：患部星浊音或实音；听诊：患部呼吸 音减弱，可闻及支气管呼吸音，常有湿啰音，支气管语音增强。
X-6,X,6,,,人体感染结核分枝杆菌后是否发病取决于,细菌的毒力,细菌的数量,患者的精神状态,患者的免疫力,细菌介导的变态反应,ABDE,P14,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",人体感染结核分枝杆菌后是否发病跟患者的精神状态无直接关系。其 他选项均为相关。
X-7,X,7,,,原发复合征的病理组成包括,肺部原发病灶,胸膜炎,支气管淋巴结病灶,肺部空洞,原发病灶至局部淋巴结之间的淋巴管炎,ACE,P14,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",原发性肺结核时，肺部原发病灶、淋巴管炎和肺门淋巴结结核称为原 发复合征，X线片表现呈哑铃状阴影，临床上症状和体征多不明显。
X-8,X,8,,,肺结核患者全身毒血症状可有,盗汗,午后低热,干咳,妇女月经失调,疲乏,ABCE,P14,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",全身症状：发热为最常见症状，多为午后潮热，部分患者有倦息、乏 力、盗汗、食欲缺乏和体重减轻等。
X-9,X,9,,,下列抗结核药物中长期应用对肝有损害的有,链霉素,异烟肼,对氨基水杨酸,利福平,吡嗪酰胺,BDE,P14,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",异烟肼可有周围神经炎、中枢神经系统中毒、肝脏损害等不良反应。 利福平可有短暂性肝功能损害等不良反应。吡嗪酰胺可见高尿酸血症、关节痛、胃肠不适及 肝功能损害等不良反应。链霉素主要不良反应为第【对脑神经损害，表现为眩晕、耳鸣、耳 聋，严重者应及时停药，肾功能严重受损者不宜使用。
X-10,X,10,,,下列有关结核菌素反应，说法正确的有,胸部 CT,胸部 MRI,胸部X线,痰脱落细胞学检查,纤维支气管镜检查,DE,P14,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",结核菌素试验：因旧结核菌素是结核菌的代谢产物，主要成分为结核蛋 白，敞抗原不纯可引起非特异反应。目前多采用结核菌素的纯蛋白衍生物（纯结核菌素， PPD），常取0.1ml 结核菌素稀释液在前臂掌侧做皮内注射，注射后48~72小时测皮肤硬结 直径，如小于5mm为阴性，5~9mm 为弱阳性，10~19mm 为阳性，20mm 以上或局部有水 疱、坏死为强阳性。
X-12,X,12,,,肺癌晚期患者出现剧烈疼痛，护士给予药物镇痛时应注意,首选口服,用药应个体化,按阶段给药,尽量肌内注射给药,鼓励患者忍耐至极限再给镇痛药,ABC,P14,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",肺癌患者药物镇痛应按医嘱用药，遵循用药原则，把握好用药的阶 段，严格掌握用药剂量，首选口服药物，用药应个体化，密切观察病情和镇痛效果，警惕药 物不良反应的出现。
X-13,X,13,,,下列哪些情况要特别注意排除早期肺癌的可能,有长期吸烟史,年龄40岁以上 一16-,,,,ABCD,P14,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",对40岁以上长期重度吸烟有下列情况者应怀疑肺癌，并进行有关排 - 26 — 除检查：①无明显诱因的刺激性干咳持续2~3周，治疗无效。②原有慢性肺部疾病，咳嗽 性质改变者。③持续或反复无其他原因可解释的短期内痰中带血者。④反复发作的同一部位 的肺炎。⑤原因不明的肺脓肿，无明显症状，无异物吸人史，抗炎治疗效果不佳者。◎原因 不明的四肢关节疼痛及杵状指（趾）。⑦X线示局限性肺气肿或段、叶性肺不张。⑧孤立性 圆形病灶和单侧性肺门阴影增大者。⑨原有肺结核的病灶已稳定，而形态或性质发生改变 者。10无中毒症状的胸腔积液，尤其是血性，且进行性增加者。 六、案例分析题
