question_id,question_type,question_number,group,shared_stem,question,option_A,option_B,option_C,option_D,option_E,answer,question_source,answer_source,explanation
A3/A4-1,A3/A4,1,,患者，女性，73岁。患高血压病近30年，平日血压控制在 140/90mmHg，糖尿病5年， 应用降糖药物控制血糖。近半年来常手劳累时感心前区闷痛，持续1~2分钟，休息后缓解， 未给予诊治。.3小时前突感胃痛伴烧灼感，伴大汗，恶心、呕吐1次，呕吐物为胃内容物。急 诊入院。查体：BP 110/65mmHg，心电图示V，~V，导联 ST段弓背向上抬高，CK 3240U/E， CK-MB 398U/L。诊断为急性心肌梗死，即刻给予溶栓治疗，胸痛逐渐减轻。,该患者可以进行溶栓的指征不包括,大汗、恶心、呕吐,持续胸痛超过30分钟,起病时间不超过6小时,V.~V，导联 ST段弓背向上抬高,CK 3240U/L， CK-MB 398U/L,B,P22,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心律失常是急性心肌梗死致死的主要原因，24小时内发生率最高，以室性 心律失常最多见，室颤是早期死亡的主要原因。
A3/A4-2,A3/A4,2,,患者，男性，65岁。患冠心病已8年。2小时前胸骨后绞痛发作，在家口含硝酸甘油未 见缓解，并有呕吐，出冷汗，急诊室心电图检查示窦性心律及急性前壁心肌梗死。,为缓解该患者胸痛症状，宜采用,口服可待因,硝酸甘油剂量加大,哌替啶肌内注射,口服硝苯地平,硝酸甘油静脉注射,C,P12,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性心肌梗死解除疼痛，可用哌替啶 50~100mg 肌内注射或吗啡2~4mg 静脉滴注，必要时5~10分钟可重复使用1次，以后每4~6小时重复使用，用药期间要注意 防止呼吸抑制。疼痛轻的患者可应用可待因或罂粟碱30~60mg肌内注射或口服，也可用硝 酸甘油静脉滴注，但需注意心率、血压变化，防止心率增快、血压下降。
A3/A4-2,A3/A4,2,,患者，女性，73岁。患高血压病近30年，平日血压控制在 140/90mmHg，糖尿病5年， 应用降糖药物控制血糖。近半年来常手劳累时感心前区闷痛，持续1~2分钟，休息后缓解， 未给予诊治。.3小时前突感胃痛伴烧灼感，伴大汗，恶心、呕吐1次，呕吐物为胃内容物。急 诊入院。查体：BP 110/65mmHg，心电图示V，~V，导联 ST段弓背向上抬高，CK 3240U/E， CK-MB 398U/L。诊断为急性心肌梗死，即刻给予溶栓治疗，胸痛逐渐减轻。,对患者溶栓的护理措施中，正确的是,观察有无过敏,询问有无溶栓禁忌证,准确迅速地配制溶栓药物 P.观察患者有无发生出血 E，患者溶栓后出现心律失常，说明溶栓失败，及时通知医生,,,C,P22,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性心肌梗死解除疼痛，可用哌替啶 50~100mg 肌内注射或吗啡2~4mg 静脉滴注，必要时5~10分钟可重复使用1次，以后每4~6小时重复使用，用药期间要注意 防止呼吸抑制。疼痛轻的患者可应用可待因或罂粟碱30~60mg肌内注射或口服，也可用硝 酸甘油静脉滴注，但需注意心率、血压变化，防止心率增快、血压下降。
A3/A4-3,A3/A4,3,,患者，男性，65岁。患冠心病已8年。2小时前胸骨后绞痛发作，在家口含硝酸甘油未 见缓解，并有呕吐，出冷汗，急诊室心电图检查示窦性心律及急性前壁心肌梗死。,护士应预估到其最易发生哪种心律失常,室性心律失常,房性心律失常,房室传导阻滞,窦性心律失常,交界区性心律失常,A,P12,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心律失常是急性心肌梗死致死的主要原因，24小时内发生率最高，以室性 心律失常最多见，室颤是早期死亡的主要原因。
A3/A4-3,A3/A4,3,,患者，女性，73岁。患高血压病近30年，平日血压控制在 140/90mmHg，糖尿病5年， 应用降糖药物控制血糖。近半年来常手劳累时感心前区闷痛，持续1~2分钟，休息后缓解， 未给予诊治。.3小时前突感胃痛伴烧灼感，伴大汗，恶心、呕吐1次，呕吐物为胃内容物。急 诊入院。查体：BP 110/65mmHg，心电图示V，~V，导联 ST段弓背向上抬高，CK 3240U/E， CK-MB 398U/L。诊断为急性心肌梗死，即刻给予溶栓治疗，胸痛逐渐减轻。,人院当日，护士给予患者的护理措施不妥的是,持续心电监护,绝对卧床休息,观察心前区疼痛变化和心肌酶的变化,给予鼻导管吸氧,制订患者活动计划，提高其活动量 （4~6 题共用题干） 患者，女性，58岁。高血压10年余，间歇发作胸闷、胸痛1年，医生确诊为原发性高 血压、冠心病。此次如厕后突然出现胸闷、气短，咳粉红色泡沫痰。查体：端坐体位，心率 110次/分，双肺可闻及水泡音，双下肢无水肿。,A,P22,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心律失常是急性心肌梗死致死的主要原因，24小时内发生率最高，以室性 心律失常最多见，室颤是早期死亡的主要原因。
A3/A4-4,A3/A4,4,,患者，男性，36 岁。自诉突然心择、胸闷。听诊心率200次/分，律齐，血压正常。 口口 第二章 循环系统疾病患者的护理,考虑该患者最可能患的是,房颤,室颤,室性心动过速,室上性心动过速,窦性心动过速,D,P13,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",室上性心动过速心率快而规则，常达150~250次/分，突发突止，持续数 第二章 循环系统疾病患者的护理 秒、数小时甚至数日不等。发作时患者可有心悸、胸闷、乏力、头晕、心绞痛，甚至发生心 力衰竭、休克。症状轻重取决于发作时的心率及持续时间。
A3/A4-4,A3/A4,4,,患者，女性，73岁。患高血压病近30年，平日血压控制在 140/90mmHg，糖尿病5年， 应用降糖药物控制血糖。近半年来常手劳累时感心前区闷痛，持续1~2分钟，休息后缓解， 未给予诊治。.3小时前突感胃痛伴烧灼感，伴大汗，恶心、呕吐1次，呕吐物为胃内容物。急 诊入院。查体：BP 110/65mmHg，心电图示V，~V，导联 ST段弓背向上抬高，CK 3240U/E， CK-MB 398U/L。诊断为急性心肌梗死，即刻给予溶栓治疗，胸痛逐渐减轻。,该患者目前最可能的诊断是,全心衰,急性支气管炎,急性左心衰,劳力性心绞痛,急性心肌梗死,D,P22,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",室上性心动过速心率快而规则，常达150~250次/分，突发突止，持续数 第二章 循环系统疾病患者的护理 秒、数小时甚至数日不等。发作时患者可有心悸、胸闷、乏力、头晕、心绞痛，甚至发生心 力衰竭、休克。症状轻重取决于发作时的心率及持续时间。
A3/A4-5,A3/A4,5,,患者，男性，36 岁。自诉突然心择、胸闷。听诊心率200次/分，律齐，血压正常。 口口 第二章 循环系统疾病患者的护理,若该患者病情发作持续时间较久，病史尚不清楚，采取下列哪种措施较简便有效,口服阿托品,刺激呕吐反射或嘱屏气,静脉推注去氧肾上腺素,静脉推注利多卡因,静脉推注毛花苷C,B,P13,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",室上性心动过速持续发作儿分钟以上或原有心脏病患者应采取刺激迷走神 经的方法：刺激咽部引起呕吐反射、Valsalva 动作（深吸气后屏气，再用力做呼气动作）、按压颈动脉窦、将面部浸没于冷水中等。
A3/A4-5,A3/A4,5,,患者，女性，73岁。患高血压病近30年，平日血压控制在 140/90mmHg，糖尿病5年， 应用降糖药物控制血糖。近半年来常手劳累时感心前区闷痛，持续1~2分钟，休息后缓解， 未给予诊治。.3小时前突感胃痛伴烧灼感，伴大汗，恶心、呕吐1次，呕吐物为胃内容物。急 诊入院。查体：BP 110/65mmHg，心电图示V，~V，导联 ST段弓背向上抬高，CK 3240U/E， CK-MB 398U/L。诊断为急性心肌梗死，即刻给予溶栓治疗，胸痛逐渐减轻。,该患者此次发病的诱因可能是,情绪激动,心动过速 —50-,,,,B,P22,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",室上性心动过速持续发作儿分钟以上或原有心脏病患者应采取刺激迷走神 经的方法：刺激咽部引起呕吐反射、Valsalva 动作（深吸气后屏气，再用力做呼气动作）、按压颈动脉窦、将面部浸没于冷水中等。
A3/A4-6,A3/A4,6,,患者，男性，36 岁。自诉突然心择、胸闷。听诊心率200次/分，律齐，血压正常。 口口 第二章 循环系统疾病患者的护理,若用心电监护仪监护该患者时，荧光屏上突然出现完全不规则的大波浪状曲线，且QRS波 与T波消失。下列处理措施中错误的是,严密观察病情变化,可施行非同步电除颤,可于心内注射利多卡因,可施行同步电除颤,立即进行胸外心脏按压和口对口人工呼吸,D,P13,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心电监护仪上出现不规则的波浪状曲线，且QRS 波与T波不易辦认，根 据心电图提示考虑为心室颤动。应立即进行心肺复苏、电除颤，临床止对于心室颤动和扑动 采用直流电非同步电除颤。遵医嘱使用抗心律失常药物，常用胺碘酮、利多卡因。
A3/A4-6,A3/A4,6,,患者，女性，73岁。患高血压病近30年，平日血压控制在 140/90mmHg，糖尿病5年， 应用降糖药物控制血糖。近半年来常手劳累时感心前区闷痛，持续1~2分钟，休息后缓解， 未给予诊治。.3小时前突感胃痛伴烧灼感，伴大汗，恶心、呕吐1次，呕吐物为胃内容物。急 诊入院。查体：BP 110/65mmHg，心电图示V，~V，导联 ST段弓背向上抬高，CK 3240U/E， CK-MB 398U/L。诊断为急性心肌梗死，即刻给予溶栓治疗，胸痛逐渐减轻。 OO第二章 D. 电解质紊乱 循环系统疾病患者的护理 C. 急性呼吸道感染 E. 心肌氧耗量增加,护士对该患者的护理措施，正确的是,心电监护,取平卧位，头向一侧,给予鼻导管吸氧,注意保暖，避免受凉,记录24小时尿量,D,P23,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心电监护仪上出现不规则的波浪状曲线，且QRS 波与T波不易辦认，根 据心电图提示考虑为心室颤动。应立即进行心肺复苏、电除颤，临床止对于心室颤动和扑动 采用直流电非同步电除颤。遵医嘱使用抗心律失常药物，常用胺碘酮、利多卡因。
A3/A4-7,A3/A4,7,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。,该患者最可能的诊断是,自发性气胸,急性心肌梗死,急性胰腺炎,带状疱疹,急性胸膜炎,B,P13,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",根据患者临床表现和心电图表现可诊断为急性心肌梗死。
A3/A4-7,A3/A4,7,,患者，女性，48岁。患慢性左心衰，经休息、限盐、利尿、扩血管和使用洋地黄制剂 后出现恶心、食欲缺乏、视物模糊、神情淡漠等表现。检查心率46次/分，二联律。,出现以上表现最可能的原因是,洋地黄中毒,慢性脑部缺氧,心力衰竭加重,消化不良,电解质紊乱,B,P23,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",根据患者临床表现和心电图表现可诊断为急性心肌梗死。
A3/A4-8,A3/A4,8,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。,该患者应收住下列哪类病房,急诊留观,普通病房,心电监护病房（CCU）,重症监护病房 （ICU）,干部病房,C,P13,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",该患者应收住心电监护病房（CCU）。
A3/A4-8,A3/A4,8,,患者，女性，48岁。患慢性左心衰，经休息、限盐、利尿、扩血管和使用洋地黄制剂 后出现恶心、食欲缺乏、视物模糊、神情淡漠等表现。检查心率46次/分，二联律。,洋地黄中毒后，下列处理正确的是,加用抗心律失常药,停用洋地黄及利尿药,减少洋地黄及利尿药用量,停用洋地黄，继续用利尿药,停用利尿药，继续用洋地黄,C,P23,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",该患者应收住心电监护病房（CCU）。
A3/A4-9,A3/A4,9,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。,该患者在住院当天，心电图显示室性期前收缩每分钟20次，该患者发生了哪种变化,即将心衰,是好转征兆,即将休克,发生心律失常,提示应绝对卧床 （10~13题共用题十） 患者，男性，62岁。3小时前胸骨后压榨样疼痛发作，伴呕吐、出冷汗及出现濒死感而 入院。查体：神志清楚，检查合作，心率112次/分，交替脉，心电图检查显示有急性广泛 性前壁心肌梗死。 —41-,D,P13,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性心肌梗死最常见的心律失常是室性期前收缩和室性心动过速，当发生 心律失常时，心房和心室收缩程序改变，能使心排血量下降30%左右，引起患者心悸、胸 闷、无力等症状。血液循环失常也是心律失常的一种表现，当发生心律失常时，也会出现这 样的现象。发生猝死最多的原因是心律失常。
A3/A4-9,A3/A4,9,,患者，女性，48岁。患慢性左心衰，经休息、限盐、利尿、扩血管和使用洋地黄制剂 后出现恶心、食欲缺乏、视物模糊、神情淡漠等表现。检查心率46次/分，二联律。,洋地黄中毒引起的心律失常中，最常见的是,心房颤动,房性期前收缩,非阵发性交界性心动过速,室性期前收缩,房室传导阻滞,D,P23,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性心肌梗死最常见的心律失常是室性期前收缩和室性心动过速，当发生 心律失常时，心房和心室收缩程序改变，能使心排血量下降30%左右，引起患者心悸、胸 闷、无力等症状。血液循环失常也是心律失常的一种表现，当发生心律失常时，也会出现这 样的现象。发生猝死最多的原因是心律失常。
A3/A4-10,A3/A4,10,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。 第一篇内科护理学口,该患者最主要的护理问题是,潜在感染,活动无耐力,体液量过多,心排血量减少,潜在心律失常,B,P14,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",该心肌梗死患者目前最主要的护理问题是活动无耐力，与心功能下降 有关。
A3/A4-10,A3/A4,10,,患者，男性，43岁。心脏病史10年。急性胃肠炎输液后出现气促、咳嗽、咳白色泡沫 痰。查体：心率120次/分，两肺底湿啰音。诊断为左心衰，心功能皿级。,该患者静脉输液最适宜的速度是,20~30滴/分,30~35滴/分,35~40滴/分,40~45滴/分,>50滴/分,B,P23,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",该心肌梗死患者目前最主要的护理问题是活动无耐力，与心功能下降 有关。
A3/A4-11,A3/A4,11,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。 第一篇内科护理学口,对该患者第1周的护理措施是双冰,低流量持续吸氧,高热量、高蛋白饮食,协助患者如厕,协助患者翻身、进食,指导患者床上活动,D,P14,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性心肌梗死患者保证身心休息，减少心肌氧耗。急性期绝对卧床休息， 第1~3天绝对卧床休息；第4~7天 床休息。第1周的护理措施是协助患者翻身、进食。
A3/A4-11,A3/A4,11,,患者，男性，43岁。心脏病史10年。急性胃肠炎输液后出现气促、咳嗽、咳白色泡沫 痰。查体：心率120次/分，两肺底湿啰音。诊断为左心衰，心功能皿级。,该患者此时最适宜的体位是,侧卧位,俯卧位,平卧位,半坐位,头低足高位,D,P23,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性心肌梗死患者保证身心休息，减少心肌氧耗。急性期绝对卧床休息， 第1~3天绝对卧床休息；第4~7天 床休息。第1周的护理措施是协助患者翻身、进食。
A3/A4-12,A3/A4,12,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。 第一篇内科护理学口,在监护的过程中，发现患者烦躁不安，面色苍白，皮肤湿冷，脉细速，尿量减少。应警 惕发生,并发感染,严重心律失常,紧张、恐惧,心源性休克,急性左心衰,D,P14,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",发现患者烦躁不安，面色苍白，皮肤湿冷，脉细速，尿量减少，应警惕 发生心源性休克。
A3/A4-12,A3/A4,12,,患者，男性，43岁。心脏病史10年。急性胃肠炎输液后出现气促、咳嗽、咳白色泡沫 痰。查体：心率120次/分，两肺底湿啰音。诊断为左心衰，心功能皿级。 第一篇 内科护理学口 •十十+,对该患者的护理措施，正确的是,注意保暖,保持排便通畅,给氧吸入,给予高热量饮食,记录出入水量,D,P24,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",发现患者烦躁不安，面色苍白，皮肤湿冷，脉细速，尿量减少，应警惕 发生心源性休克。
A3/A4-13,A3/A4,13,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。 第一篇内科护理学口,若患者突然发生心室颤动时护士首先采取的措施是,立即准备临时起搏治疗,在等待医生到来前应密切观察患者,立即准备静脉注射利多卡因书D.立即准备除颤器选择同步电复律,,立即准备除颤器选择非同步电复律 （14~16 题共用题干） 患者，女性，59岁。患高血压病近20年。近10天来出现心悸、气短、咳粉红色泡沫 痰，双肺满布湿啰音，坐位时呼吸困难减轻，收人院。,E,P14,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性心肌梗死后最适宜使用利多卡因治疗室性心律失常，但当出现心室 颤动时，死亡率高，应紧急采用非同步电复律。
A3/A4-14,A3/A4,14,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。 第一篇内科护理学口,此时应该考虑是,肺气肿 司謝,支气管哮喘,支气管扩张,急性肺淤血,急性气管炎,D,P14,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",老年女性，高血压病史20年，近10天来感心悸、气短，咳嗽、咳粉红 色泡沫痰，听诊双肺满布湿啰音，端坐位时呼吸困难减轻，符合急性左心衰临床表现。
A3/A4-15,A3/A4,15,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。 第一篇内科护理学口,若患者突然发生剧烈头痛伴喷射性呕吐，应考虑是室不显图由心,急性胃炎,上呼吸道感染,脑膜炎,脑炎,高血压脑病,E,P14,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",患者突然剧烈头痛伴喷射样呕吐，考虑为高血压脑病引起颅内压增高 所致。
A3/A4-16,A3/A4,16,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。 第一篇内科护理学口,若患者突然出现口斜眼歪、偏瘫及意识障碍，应考虑是,脑炎,脑出血,脑膜炎,脑血栓形成有古小,蛛网膜下腔出血 01 合查的 — 42,B,P14,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",偏瘫、失语可能与持续血压增高导致脑出血有关。
A3/A4-17,A3/A4,17,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。 第一篇内科护理学口 DO口 第二章 循环系统疾病患者的护理 （17~19 题共用题干） 某患者入院8小时后，突然出现急性左心衰，表现为呼吸困难，咳嗽，咳粉色泡沫样 痰，两肺满布干湿啰音，心率108次/分，通知医生。,给予该患者的护理措施，错误的是,静脉注射宜缓慢,静脉滴注硝酸甘油,肌内注射哌替啶,开放两条静脉，同时大量快输静脉药物,经乙醇湿化后给氧，流量5~6L/min,D,P15,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",根据患者液体出入情况及用药要求，控制输液量和速度，以防诱发急性 肺水肿。静脉给药时务必稀释后缓慢静脉注射，并同时监测心率、心律及心电图变化。
A3/A4-18,A3/A4,18,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。 第一篇内科护理学口 DO口 第二章 循环系统疾病患者的护理 （17~19 题共用题干） 某患者入院8小时后，突然出现急性左心衰，表现为呼吸困难，咳嗽，咳粉色泡沫样 痰，两肺满布干湿啰音，心率108次/分，通知医生。,下列关于左心衰的叙述，说法错误的是,肺循环淤血,咳白色泡沫样痰,劳力性呼吸困难出现较晚,左心室增大，心界向左扩失雙即,发生急性肺水肿，咳大量粉色泡沫痰,C,P15,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",劳力性呼吸困难是最早出现的呼吸困难症状，因为体力活动会使回心血 量增加，左心房压力升高，肺淤血加重。
A3/A4-19,A3/A4,19,,患者，女性，60岁。因突发心前区持续剧烈疼痛伴冷汗2小时就诊。查心电图在1、 皿、aVF3个导联上显示宽大Q波，ST 段抬高，呈现弓背向上的单向曲线。 第一篇内科护理学口 DO口 第二章 循环系统疾病患者的护理 （17~19 题共用题干） 某患者入院8小时后，突然出现急性左心衰，表现为呼吸困难，咳嗽，咳粉色泡沫样 痰，两肺满布干湿啰音，心率108次/分，通知医生。,心功能皿级的判断标准是,不能从事任何体力活动。休息时亦有症状，体力活动后加重,应充分休息，可增加午睡时间及夜间睡眠时间，有利于下肢水肿的消退,以卧床休息为主，不允许患者下床进行排尿、排便等活动,体力活动不受限。日常活动不引起乏力、心悸、呼吸困难或心绞痛等症状,体力活动明显受限。休息时无症状，轻微的活动即可引起乏力、心悸、呼吸困难或 心绞痛等症状,E,P15,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心功能1级的特点：体力活动不受限，日常活动不出现心悸、气短、乏 力、心绞痛。心功能I级的特点：体力活动轻度受限，休息时无症状，一般日常活动即可出 现心悸、气短、乏力、心绞痛。心功能级的特点：体力活动明显受限，休息时无症状，轻 第一篇内科护理学 微的活动即可引起乏力、心悸、呼吸困难或心绞痛等症状。心功能I级的特点：不能从事任 何体力活动，休息时也有症状，活动后明显加重。
